Bundle Item staging ref,Name,Bundle Staging Ref,Service Item Type Staging Ref,Service Item Family Staging Ref
WB0065-SI0240,IOS NH Unm Wat - Default - Single,WB0065,u1-nr01s-SWW / u1-nw01-SWW,
WB0065-SI0243,IOS NH Unm Wat - Default - Single,WB0065,u-nru-SWW / u-nwu-SWW,
SB0059-SIF096,IOS HH Meas Sew NSW - Default - Dual,SB0059,,SIF096
SB0059-SI0317,IOS HH Meas Sew NSW - Default - Dual,SB0059,c-hrns-SWW / c-ns-SWW,
SB0060-SIF097,IOS HH Meas Sew NSW - Default - Single,SB0060,,SIF097
SB0060-SI0317,IOS HH Meas Sew NSW - Default - Single,SB0060,c-hrns-SWW / c-ns-SWW,
SB0061-SI0317,IOS HH Meas Sew NSW - Volume Charge Only - Dual,SB0061,c-hrns-SWW / c-ns-SWW,
SB0062-SI0317,IOS HH Meas Sew NSW - Volume Charge Only - Single,SB0062,c-hrns-SWW / c-ns-SWW,
SB0063-SIF098,IOS HH Meas Sew SWD - Default - Dual,SB0063,,SIF098
SB0063-SI0318,IOS HH Meas Sew SWD - Default - Dual,SB0063,c-hrsw-SWW / c-sw-SWW,
SB0064-SIF099,IOS HH Meas Sew SWD - Default - Single,SB0064,,SIF099
SB0064-SI0318,IOS HH Meas Sew SWD - Default - Single,SB0064,c-hrsw-SWW / c-sw-SWW,
SB0065-SI0318,IOS HH Meas Sew SWD - Volume Charge Only - Dual,SB0065,c-hrsw-SWW / c-sw-SWW,
SB0066-SI0318,IOS HH Meas Sew SWD - Volume Charge Only - Single,SB0066,c-hrsw-SWW / c-sw-SWW,
SB0067-SI0351,IOS HH Unm Sew - Assist Band 1 - Dual,SB0067,e2-hr01-SWW / ,
SB0068-SI0351,IOS HH Unm Sew - Assist Band 1 - Single,SB0068,e2-hr01-SWW / ,
SB0069-SI0352,IOS HH Unm Sew - Assist Band 2 - Dual,SB0069,e2-hr02-SWW / ,
SB0070-SI0352,IOS HH Unm Sew - Assist Band 2 - Single,SB0070,e2-hr02-SWW / ,
SB0071-SI0353,IOS HH Unm Sew - Assist Band 3 - Dual,SB0071,e2-hr03-SWW / ,
SB0072-SI0353,IOS HH Unm Sew - Assist Band 3 - Single,SB0072,e2-hr03-SWW / ,
SB0073-SI0354,IOS HH Unm Sew - Assist Band 4 - Dual,SB0073,e2-hr04-SWW / ,
SB0074-SI0354,IOS HH Unm Sew - Assist Band 4 - Single,SB0074,e2-hr04-SWW / ,
SB0075-SI0355,IOS HH Unm Sew - Assist Band 5 - Dual,SB0075,e2-hr05-SWW / ,
SB0076-SI0355,IOS HH Unm Sew - Assist Band 5 - Single,SB0076,e2-hr05-SWW / ,
SB0077-SI0356,IOS HH Unm Sew - Assist Band 6 - Dual,SB0077,e2-hr06-SWW / ,
SB0078-SI0356,IOS HH Unm Sew - Assist Band 6 - Single,SB0078,e2-hr06-SWW / ,
SB0079-SI0367,IOS HH Unm Sew - Hospital/Deceased - Dual,SB0079,u2-hr20d-SWW / u2-20-SWW,
SB0080-SI0370,IOS HH Unm Sew - Hospital/Deceased - Single,SB0080,u2-hr20s-SWW / u2-20-SWW,
SB0081-SI0381,IOS HH Unm Sew - WaterSure - Dual,SB0081,v2-01-SWW / ,
SB0082-SI0381,IOS HH Unm Sew - WaterSure - Single,SB0082,v2-01-SWW / ,
SB0083-SI0324,IOS HH Unm Sew NSW - Assessed 1 Occ - Dual,SB0083,c2-hr04d-SWW / ,
SB0083-SI0342,IOS HH Unm Sew NSW - Assessed 1 Occ - Dual,SB0083, / c2-04-SWW,
SB0084-SI0327,IOS HH Unm Sew NSW - Assessed 1 Occ - Single,SB0084,c2-hr04s-SWW / ,
SB0084-SI0342,IOS HH Unm Sew NSW - Assessed 1 Occ - Single,SB0084, / c2-04-SWW,
SB0085-SI0325,IOS HH Unm Sew NSW - Assessed 2 Occ - Dual,SB0085,c2-hr05d-SWW / ,
SB0085-SI0343,IOS HH Unm Sew NSW - Assessed 2 Occ - Dual,SB0085, / c2-05-SWW,
SB0086-SI0328,IOS HH Unm Sew NSW - Assessed 2 Occ - Single,SB0086,c2-hr05s-SWW / ,
SB0086-SI0343,IOS HH Unm Sew NSW - Assessed 2 Occ - Single,SB0086, / c2-05-SWW,
SB0087-SI0326,IOS HH Unm Sew NSW - Assessed Multi Occ - Dual,SB0087,c2-hr06d-SWW / ,
SB0087-SI0344,IOS HH Unm Sew NSW - Assessed Multi Occ - Dual,SB0087, / c2-06-SWW,
SB0088-SI0329,IOS HH Unm Sew NSW - Assessed Multi Occ - Single,SB0088,c2-hr06s-SWW / ,
SB0088-SI0344,IOS HH Unm Sew NSW - Assessed Multi Occ - Single,SB0088, / c2-06-SWW,
SB0089-SI0364,IOS HH Unm Sew NSW - Default <=£50RV - Dual,SB0089,u4-hr01d-SWW / u4-01-SWW,
SB0089-SI0378,IOS HH Unm Sew NSW - Default <=£50RV - Dual,SB0089,us-hrns-SWW / us-ns-SWW,
SB0090-SI0366,IOS HH Unm Sew NSW - Default <=£50RV - Single,SB0090,u4-hr01s-SWW / u4-01-SWW,
SB0090-SI0378,IOS HH Unm Sew NSW - Default <=£50RV - Single,SB0090,us-hrns-SWW / us-ns-SWW,
SB0091-SI0363,IOS HH Unm Sew NSW - Default >£50RV - Dual,SB0091,u4-hr02d-SWW / u4-02-SWW,
SB0091-SI0378,IOS HH Unm Sew NSW - Default >£50RV - Dual,SB0091,us-hrns-SWW / us-ns-SWW,
SB0092-SI0365,IOS HH Unm Sew NSW - Default >£50RV - Single,SB0092,u4-hr02s-SWW / u4-02-SWW,
SB0092-SI0378,IOS HH Unm Sew NSW - Default >£50RV - Single,SB0092,us-hrns-SWW / us-ns-SWW,
SB0093-SI0330,IOS HH Unm Sew SWD - Assessed 1 Occ - Dual,SB0093,c2-hr01d-SWW / ,
SB0093-SI0345,IOS HH Unm Sew SWD - Assessed 1 Occ - Dual,SB0093, / c2-01-SWW,
SB0094-SI0333,IOS HH Unm Sew SWD - Assessed 1 Occ - Single,SB0094,c2-hr01s-SWW / ,
SB0094-SI0345,IOS HH Unm Sew SWD - Assessed 1 Occ - Single,SB0094, / c2-01-SWW,
SB0095-SI0331,IOS HH Unm Sew SWD - Assessed 2 Occ - Dual,SB0095,c2-hr02d-SWW / ,
SB0095-SI0346,IOS HH Unm Sew SWD - Assessed 2 Occ - Dual,SB0095, / c2-02-SWW,
SB0096-SI0334,IOS HH Unm Sew SWD - Assessed 2 Occ - Single,SB0096,c2-hr02s-SWW / ,
SB0096-SI0346,IOS HH Unm Sew SWD - Assessed 2 Occ - Single,SB0096, / c2-02-SWW,
SB0097-SI0332,IOS HH Unm Sew SWD - Assessed Multi Occ - Dual,SB0097,c2-hr03d-SWW / ,
SB0097-SI0347,IOS HH Unm Sew SWD - Assessed Multi Occ - Dual,SB0097, / c2-03-SWW,
SB0098-SI0335,IOS HH Unm Sew SWD - Assessed Multi Occ - Single,SB0098,c2-hr03s-SWW / ,
SB0098-SI0347,IOS HH Unm Sew SWD - Assessed Multi Occ - Single,SB0098, / c2-03-SWW,
SB0099-SI0369,IOS HH Unm Sew SWD - Default <=£50RV - Dual,SB0099,u2-hr01d-SWW / u2-01-SWW,
SB0099-SI0379,IOS HH Unm Sew SWD - Default <=£50RV - Dual,SB0099,us-hrs-SWW / us-s-SWW,
SB0100-SI0373,IOS HH Unm Sew SWD - Default <=£50RV - Single,SB0100,u2-hr01s-SWW / u2-01-SWW,
SB0100-SI0379,IOS HH Unm Sew SWD - Default <=£50RV - Single,SB0100,us-hrs-SWW / us-s-SWW,
SB0101-SI0368,IOS HH Unm Sew SWD - Default >£50RV - Dual,SB0101,u2-hr02d-SWW / u2-02-SWW,
SB0101-SI0379,IOS HH Unm Sew SWD - Default >£50RV - Dual,SB0101,us-hrs-SWW / us-s-SWW,
SB0102-SI0371,IOS HH Unm Sew SWD - Default >£50RV - Single,SB0102,u2-hr02s-SWW / u2-02-SWW,
SB0102-SI0379,IOS HH Unm Sew SWD - Default >£50RV - Single,SB0102,us-hrs-SWW / us-s-SWW,
SB0103-SI0372,IOS HH Unm Sew SWD - SWD Only - Single,SB0103,u2-hr03-SWW / u2-03-SWW,
WB0071-SIF102,IOS HH Meas Wat - Default - Dual,WB0071,,SIF102
WB0071-SI0323,IOS HH Meas Wat - Default - Dual,WB0071,b-hrw-SWW / b-w-SWW,
WB0072-SIF103,IOS HH Meas Wat - Default - Single,WB0072,,SIF103
WB0072-SI0323,IOS HH Meas Wat - Default - Single,WB0072,b-hrw-SWW / b-w-SWW,
WB0073-SI0316,IOS HH Meas Wat - Garden Meter - Single,WB0073,gm-hrgm-SWW / gm-gm-SWW,
WB0073-SI0323,IOS HH Meas Wat - Garden Meter - Single,WB0073,b-hrw-SWW / b-w-SWW,
WB0074-SI0319,IOS HH Meas Wat - Pre Occupation - Single,WB0074, / b-hwpo-SWW,
WB0075-SIF102,IOS HH Meas Wat - Seasonal Diff 3 - Dual,WB0075,,SIF102
WB0075-SI0320,IOS HH Meas Wat - Seasonal Diff 3 - Dual,WB0075, / b-ssw-SWW,
WB0076-SIF103,IOS HH Meas Wat - Seasonal Diff 3 - Single,WB0076,,SIF103
WB0076-SI0320,IOS HH Meas Wat - Seasonal Diff 3 - Single,WB0076, / b-ssw-SWW,
WB0077-SIF102,IOS HH Meas Wat - Seasonal Peak - Dual,WB0077,,SIF102
WB0077-SI0321,IOS HH Meas Wat - Seasonal Peak - Dual,WB0077, / b-sp-SWW,
WB0078-SIF103,IOS HH Meas Wat - Seasonal Peak - Single,WB0078,,SIF103
WB0078-SI0321,IOS HH Meas Wat - Seasonal Peak - Single,WB0078, / b-sp-SWW,
WB0079-SIF102,IOS HH Meas Wat - Smart Saver RBT - Dual,WB0079,,SIF102
WB0079-SI0322,IOS HH Meas Wat - Smart Saver RBT - Dual,WB0079, / mc-01-SWW,
WB0080-SIF103,IOS HH Meas Wat - Smart Saver RBT - Single,WB0080,,SIF103
WB0080-SI0322,IOS HH Meas Wat - Smart Saver RBT - Single,WB0080, / mc-01-SWW,
WB0081-SI0323,IOS HH Meas Wat - Volume Charge Only - Dual,WB0081,b-hrw-SWW / b-w-SWW,
WB0082-SI0323,IOS HH Meas Wat - Volume Charge Only - Single,WB0082,b-hrw-SWW / b-w-SWW,
WB0083-SI0336,IOS HH Unm Wat - Assessed 1 Occ - Dual,WB0083,c1-hr01d-SWW / ,
WB0083-SI0348,IOS HH Unm Wat - Assessed 1 Occ - Dual,WB0083, / c1-01-SWW,
WB0084-SI0339,IOS HH Unm Wat - Assessed 1 Occ - Single,WB0084,c1-hr01s-SWW / ,
WB0084-SI0348,IOS HH Unm Wat - Assessed 1 Occ - Single,WB0084, / c1-01-SWW,
WB0085-SI0337,IOS HH Unm Wat - Assessed 2 Occ - Dual,WB0085,c1-hr02d-SWW / ,
WB0085-SI0349,IOS HH Unm Wat - Assessed 2 Occ - Dual,WB0085, / c1-02-SWW,
WB0086-SI0340,IOS HH Unm Wat - Assessed 2 Occ - Single,WB0086,c1-hr02s-SWW / ,
WB0086-SI0349,IOS HH Unm Wat - Assessed 2 Occ - Single,WB0086, / c1-02-SWW,
WB0087-SI0338,IOS HH Unm Wat - Assessed Multi Occ - Dual,WB0087,c1-hr03d-SWW / ,
WB0087-SI0350,IOS HH Unm Wat - Assessed Multi Occ - Dual,WB0087, / c1-03-SWW,
WB0088-SI0341,IOS HH Unm Wat - Assessed Multi Occ - Single,WB0088,c1-hr03s-SWW / ,
WB0088-SI0350,IOS HH Unm Wat - Assessed Multi Occ - Single,WB0088, / c1-03-SWW,
WB0089-SI0357,IOS HH Unm Wat - Assist Band 1 - Dual,WB0089,e1-hr01-SWW / ,
WB0090-SI0357,IOS HH Unm Wat - Assist Band 1 - Single,WB0090,e1-hr01-SWW / ,
WB0091-SI0358,IOS HH Unm Wat - Assist Band 2 - Dual,WB0091,e1-hr02-SWW / ,
WB0092-SI0358,IOS HH Unm Wat - Assist Band 2 - Single,WB0092,e1-hr02-SWW / ,
WB0093-SI0359,IOS HH Unm Wat - Assist Band 3 - Dual,WB0093,e1-hr03-SWW / ,
WB0094-SI0359,IOS HH Unm Wat - Assist Band 3 - Single,WB0094,e1-hr03-SWW / ,
WB0095-SI0360,IOS HH Unm Wat - Assist Band 4 - Dual,WB0095,e1-hr04-SWW / ,
WB0096-SI0360,IOS HH Unm Wat - Assist Band 4 - Single,WB0096,e1-hr04-SWW / ,
WB0097-SI0361,IOS HH Unm Wat - Assist Band 5 - Dual,WB0097,e1-hr05-SWW / ,
WB0098-SI0361,IOS HH Unm Wat - Assist Band 5 - Single,WB0098,e1-hr05-SWW / ,
WB0099-SI0361,IOS HH Unm Wat - Assist Band 6 - Dual,WB0099,e1-hr05-SWW / ,
WB0100-SI0362,IOS HH Unm Wat - Assist Band 6 - Single,WB0100,e1-hr06-SWW / ,
WB0101-SI0374,IOS HH Unm Wat - Default - Dual,WB0101,u1-hr01d-SWW / u1-01-SWW,
WB0101-SI0380,IOS HH Unm Wat - Default - Dual,WB0101,u-hru-SWW / u-u-SWW,
WB0102-SI0376,IOS HH Unm Wat - Default - Single,WB0102,u1-hr01s-SWW / u1-01-SWW,
WB0102-SI0380,IOS HH Unm Wat - Default - Single,WB0102,u-hru-SWW / u-u-SWW,
WB0103-SI0375,IOS HH Unm Wat - Hospital/Deceased - Dual,WB0103,u1-hr15d-SWW / u1-15-SWW,
WB0104-SI0377,IOS HH Unm Wat - Hospital/Deceased - Single,WB0104,u1-hr15s-SWW / u1-15-SWW,
WB0105-SI0382,IOS HH Unm Wat - WaterSure - Dual,WB0105,v1-01-SWW / ,
WB0106-SI0382,IOS HH Unm Wat - WaterSure - Single,WB0106,v1-01-SWW / ,
SB9041-SIF096,IOS HH Meas Sew NSW - WaterCare - Dual,SB9041,,SIF096
SB9041-SI0317,IOS HH Meas Sew NSW - WaterCare - Dual,SB9041,c-hrns-SWW / c-ns-SWW,
SB9042-SIF097,IOS HH Meas Sew NSW - WaterCare - Single,SB9042,,SIF097
SB9042-SI0317,IOS HH Meas Sew NSW - WaterCare - Single,SB9042,c-hrns-SWW / c-ns-SWW,
SB9043-SIF098,IOS HH Meas Sew SWD - WaterCare - Dual,SB9043,,SIF098
SB9043-SI0318,IOS HH Meas Sew SWD - WaterCare - Dual,SB9043,c-hrsw-SWW / c-sw-SWW,
SB9044-SIF099,IOS HH Meas Sew SWD - WaterCare - Single,SB9044,,SIF099
SB9044-SI0318,IOS HH Meas Sew SWD - WaterCare - Single,SB9044,c-hrsw-SWW / c-sw-SWW,
SB9045-SI0324,IOS HH Unm Sew NSW - WaterCare 1 Occ - Dual,SB9045,c2-hr04d-SWW / ,
SB9045-SI0342,IOS HH Unm Sew NSW - WaterCare 1 Occ - Dual,SB9045, / c2-04-SWW,
SB9046-SI0327,IOS HH Unm Sew NSW - WaterCare 1 Occ - Single,SB9046,c2-hr04s-SWW / ,
SB9046-SI0342,IOS HH Unm Sew NSW - WaterCare 1 Occ - Single,SB9046, / c2-04-SWW,
SB9047-SI0325,IOS HH Unm Sew NSW - WaterCare 2 Occ - Dual,SB9047,c2-hr05d-SWW / ,
SB9047-SI0343,IOS HH Unm Sew NSW - WaterCare 2 Occ - Dual,SB9047, / c2-05-SWW,
SB9048-SI0328,IOS HH Unm Sew NSW - WaterCare 2 Occ - Single,SB9048,c2-hr05s-SWW / ,
SB9048-SI0343,IOS HH Unm Sew NSW - WaterCare 2 Occ - Single,SB9048, / c2-05-SWW,
SB9049-SI0326,IOS HH Unm Sew NSW - WaterCare Multi Occ - Dual,SB9049,c2-hr06d-SWW / ,
SB9049-SI0344,IOS HH Unm Sew NSW - WaterCare Multi Occ - Dual,SB9049, / c2-06-SWW,
SB9050-SI0329,IOS HH Unm Sew NSW - WaterCare Multi Occ - Single,SB9050,c2-hr06s-SWW / ,
SB9050-SI0344,IOS HH Unm Sew NSW - WaterCare Multi Occ - Single,SB9050, / c2-06-SWW,
SB9051-SI0330,IOS HH Unm Sew SWD - WaterCare 1 Occ - Dual,SB9051,c2-hr01d-SWW / ,
SB9051-SI0345,IOS HH Unm Sew SWD - WaterCare 1 Occ - Dual,SB9051, / c2-01-SWW,
SB9052-SI0333,IOS HH Unm Sew SWD - WaterCare 1 Occ - Single,SB9052,c2-hr01s-SWW / ,
SB9052-SI0345,IOS HH Unm Sew SWD - WaterCare 1 Occ - Single,SB9052, / c2-01-SWW,
SB9053-SI0331,IOS HH Unm Sew SWD - WaterCare 2 Occ - Dual,SB9053,c2-hr02d-SWW / ,
SB9053-SI0346,IOS HH Unm Sew SWD - WaterCare 2 Occ - Dual,SB9053, / c2-02-SWW,
SB9054-SI0334,IOS HH Unm Sew SWD - WaterCare 2 Occ - Single,SB9054,c2-hr02s-SWW / ,
SB9054-SI0346,IOS HH Unm Sew SWD - WaterCare 2 Occ - Single,SB9054, / c2-02-SWW,
SB9055-SI0332,IOS HH Unm Sew SWD - WaterCare Multi Occ - Dual,SB9055,c2-hr03d-SWW / ,
SB9055-SI0347,IOS HH Unm Sew SWD - WaterCare Multi Occ - Dual,SB9055, / c2-03-SWW,
SB9056-SI0335,IOS HH Unm Sew SWD - WaterCare Multi Occ - Single,SB9056,c2-hr03s-SWW / ,
SB9056-SI0347,IOS HH Unm Sew SWD - WaterCare Multi Occ - Single,SB9056, / c2-03-SWW,
WB9042-SIF102,IOS HH Meas Wat - WaterCare - Dual,WB9042,,SIF102
WB9042-SI0323,IOS HH Meas Wat - WaterCare - Dual,WB9042,b-hrw-SWW / b-w-SWW,
WB9043-SIF103,IOS HH Meas Wat - WaterCare - Single,WB9043,,SIF103
WB9043-SI0323,IOS HH Meas Wat - WaterCare - Single,WB9043,b-hrw-SWW / b-w-SWW,
WB9044-SI0336,IOS HH Unm Wat - WaterCare 1 Occ - Dual,WB9044,c1-hr01d-SWW / ,
WB9044-SI0348,IOS HH Unm Wat - WaterCare 1 Occ - Dual,WB9044, / c1-01-SWW,
WB9045-SI0339,IOS HH Unm Wat - WaterCare 1 Occ - Single,WB9045,c1-hr01s-SWW / ,
WB9045-SI0348,IOS HH Unm Wat - WaterCare 1 Occ - Single,WB9045, / c1-01-SWW,
WB9046-SI0337,IOS HH Unm Wat - WaterCare 2 Occ - Dual,WB9046,c1-hr02d-SWW / ,
WB9046-SI0349,IOS HH Unm Wat - WaterCare 2 Occ - Dual,WB9046, / c1-02-SWW,
WB9047-SI0340,IOS HH Unm Wat - WaterCare 2 Occ - Single,WB9047,c1-hr02s-SWW / ,
WB9047-SI0349,IOS HH Unm Wat - WaterCare 2 Occ - Single,WB9047, / c1-02-SWW,
WB9048-SI0338,IOS HH Unm Wat - WaterCare Multi Occ - Dual,WB9048,c1-hr03d-SWW / ,
WB9048-SI0350,IOS HH Unm Wat - WaterCare Multi Occ - Dual,WB9048, / c1-03-SWW,
WB9049-SI0341,IOS HH Unm Wat - WaterCare Multi Occ - Single,WB9049,c1-hr03s-SWW / ,
WB9049-SI0350,IOS HH Unm Wat - WaterCare Multi Occ - Single,WB9049, / c1-03-SWW,
